"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Scd2",0,0.484358539195868,0.46,0.176,0,"FAPs (Stem)","Scd2"
"Lysmd2",0,0.483234566188867,0.472,0.131,0,"FAPs (Stem)","Lysmd2"
"Tgfb2",0,0.482508878143565,0.41,0.099,0,"FAPs (Stem)","Tgfb2"
"Cdon",0,0.482002378075529,0.379,0.068,0,"FAPs (Stem)","Cdon"
"Socs3",0,0.481562837504535,0.692,0.449,0,"FAPs (Stem)","Socs3"
"Cygb",0,0.481300952955858,0.552,0.152,0,"FAPs (Stem)","Cygb"
"Dclk1",0,0.480145745740572,0.435,0.099,0,"FAPs (Stem)","Dclk1"
"Nhsl1",0,0.480002699716011,0.306,0.022,0,"FAPs (Stem)","Nhsl1"
"Sh3d19",0,0.479326686928159,0.408,0.087,0,"FAPs (Stem)","Sh3d19"
"Egr1",0,0.478072593661182,0.765,0.462,0,"FAPs (Stem)","Egr1"
"Adamtsl1",0,0.477162547053556,0.387,0.075,0,"FAPs (Stem)","Adamtsl1"
"Cmah",0,0.476552655007987,0.27,0.02,0,"FAPs (Stem)","Cmah"
"0610007N19Rik",0,0.476453088785581,0.466,0.121,0,"FAPs (Stem)","0610007N19Rik"
"Tek",0,0.476166344866377,0.457,0.091,0,"FAPs (Stem)","Tek"
"Engase",0,0.475439557303189,0.266,0.043,0,"FAPs (Stem)","Engase"
"Gstm2",0,0.475087990278578,0.505,0.142,0,"FAPs (Stem)","Gstm2"
"Slco3a1",0,0.47441380019747,0.46,0.111,0,"FAPs (Stem)","Slco3a1"
"Ntn4",0,0.472026732840787,0.322,0.049,0,"FAPs (Stem)","Ntn4"
"Car8",0,0.470673588345778,0.388,0.073,0,"FAPs (Stem)","Car8"
"Pgf",0,0.468252502798404,0.242,0.033,0,"FAPs (Stem)","Pgf"
"Thbs2",0,0.465229166715148,0.377,0.095,0,"FAPs (Stem)","Thbs2"
"Lsp1",0,0.464697830070487,0.795,0.403,0,"FAPs (Stem)","Lsp1"
"Kif2a",0,0.463525549679004,0.454,0.173,0,"FAPs (Stem)","Kif2a"
"Arsi",0,0.463499959046192,0.343,0.05,0,"FAPs (Stem)","Arsi"
"Emp3",0,0.461872861885856,0.872,0.581,0,"FAPs (Stem)","Emp3"
"Fndc3b",0,0.461690219873628,0.563,0.259,0,"FAPs (Stem)","Fndc3b"
"Zeb1",0,0.461586409729085,0.519,0.19,0,"FAPs (Stem)","Zeb1"
"Gja1",0,0.461308970412944,0.557,0.188,0,"FAPs (Stem)","Gja1"
"Itga11",0,0.458777423110362,0.335,0.042,0,"FAPs (Stem)","Itga11"
"Tmsb10",0,0.457926266259635,0.969,0.754,0,"FAPs (Stem)","Tmsb10"
"Slc1a5",0,0.457843065975165,0.591,0.239,0,"FAPs (Stem)","Slc1a5"
"Cald1",0,0.456442518814216,0.766,0.297,0,"FAPs (Stem)","Cald1"
"Slc44a1",0,0.454334740877807,0.5,0.171,0,"FAPs (Stem)","Slc44a1"
"Inmt",0,0.452322222393041,0.21,0.038,0,"FAPs (Stem)","Inmt"
"Irak3",0,0.452139026107428,0.388,0.1,0,"FAPs (Stem)","Irak3"
"Fgl2",0,0.451767125608153,0.381,0.236,0,"FAPs (Stem)","Fgl2"
"Fgf18",0,0.451650913039213,0.315,0.027,0,"FAPs (Stem)","Fgf18"
"C4b",0,0.451609385720505,0.195,0.05,0,"FAPs (Stem)","C4b"
"Pdlim2",0,0.451442558922217,0.449,0.156,0,"FAPs (Stem)","Pdlim2"
"Nckap1",0,0.450642187319573,0.488,0.149,0,"FAPs (Stem)","Nckap1"
"Duoxa1",0,0.449436785818862,0.253,0.008,0,"FAPs (Stem)","Duoxa1"
"Bdh2",0,0.447437997950009,0.332,0.054,0,"FAPs (Stem)","Bdh2"
"Epb4.1l2",0,0.446104146571761,0.592,0.303,0,"FAPs (Stem)","Epb4.1l2"
"Twsg1",0,0.446058150637467,0.437,0.125,0,"FAPs (Stem)","Twsg1"
"Tmem159",0,0.44597441965933,0.464,0.158,0,"FAPs (Stem)","Tmem159"
"Nnmt",0,0.445688251898579,0.426,0.111,0,"FAPs (Stem)","Nnmt"
"Darc",0,0.445448578200789,0.333,0.015,0,"FAPs (Stem)","Darc"
"Ppa1",0,0.44283726482959,0.505,0.234,0,"FAPs (Stem)","Ppa1"
"Akap12",0,0.441338603036439,0.51,0.131,0,"FAPs (Stem)","Akap12"
"Hspg2",0,0.440757401295301,0.709,0.272,0,"FAPs (Stem)","Hspg2"
"Adamtsl4",0,0.440322587347219,0.319,0.04,0,"FAPs (Stem)","Adamtsl4"
"Lrrc17",0,0.44002685452179,0.341,0.069,0,"FAPs (Stem)","Lrrc17"
"Rras",0,0.439889175959026,0.577,0.248,0,"FAPs (Stem)","Rras"
"Txn1",0,0.439360438121591,0.93,0.7,0,"FAPs (Stem)","Txn1"
"Ntrk2",0,0.436293036096677,0.333,0.062,0,"FAPs (Stem)","Ntrk2"
"Figf",0,0.436199940201227,0.25,0.027,0,"FAPs (Stem)","Figf"
"Cxxc5",0,0.435543198338966,0.421,0.116,0,"FAPs (Stem)","Cxxc5"
"Ugp2",0,0.433969236950111,0.725,0.362,0,"FAPs (Stem)","Ugp2"
"Ostc",0,0.433115310728193,0.705,0.426,0,"FAPs (Stem)","Ostc"
"Agap1",0,0.432837127588972,0.395,0.121,0,"FAPs (Stem)","Agap1"
"Frmd6",0,0.432456028237945,0.501,0.179,0,"FAPs (Stem)","Frmd6"
"Ifi204",0,0.432338947754318,0.63,0.308,0,"FAPs (Stem)","Ifi204"
"St3gal2",0,0.431992947468752,0.411,0.108,0,"FAPs (Stem)","St3gal2"
"Plagl1",0,0.429841673695042,0.276,0.081,0,"FAPs (Stem)","Plagl1"
"Fam102b",0,0.428756719370487,0.485,0.2,0,"FAPs (Stem)","Fam102b"
"Cmtm3",0,0.428594550901103,0.573,0.295,0,"FAPs (Stem)","Cmtm3"
"Palm",0,0.428307719398694,0.417,0.1,0,"FAPs (Stem)","Palm"
"Gm6472",0,0.426750790017103,0.514,0.333,0,"FAPs (Stem)","Gm6472"
"Snx18",0,0.425478755463855,0.555,0.27,0,"FAPs (Stem)","Snx18"
"Il13ra1",0,0.420772660008084,0.415,0.144,0,"FAPs (Stem)","Il13ra1"
"Plekhf1",0,0.420327702294698,0.33,0.07,0,"FAPs (Stem)","Plekhf1"
"Carhsp1",0,0.420318010892252,0.528,0.22,0,"FAPs (Stem)","Carhsp1"
"Ctsl",0,0.420309519204859,0.952,0.654,0,"FAPs (Stem)","Ctsl"
"Cthrc1",0,0.419953875632927,0.166,0.061,0,"FAPs (Stem)","Cthrc1"
"Dap",0,0.419814726930881,0.636,0.353,0,"FAPs (Stem)","Dap"
"Ppib",0,0.419440849307207,0.895,0.671,0,"FAPs (Stem)","Ppib"
"Copz2",0,0.418981235417272,0.528,0.191,0,"FAPs (Stem)","Copz2"
"Gem",0,0.418627884066203,0.557,0.221,0,"FAPs (Stem)","Gem"
"Twist1",0,0.4185763846527,0.35,0.07,0,"FAPs (Stem)","Twist1"
"Tmem43",0,0.417810395737728,0.427,0.159,0,"FAPs (Stem)","Tmem43"
"Vim",0,0.415505368661114,0.975,0.757,0,"FAPs (Stem)","Vim"
"Pdpn",0,0.414700263709814,0.721,0.263,0,"FAPs (Stem)","Pdpn"
"Rock2",0,0.407410848622263,0.671,0.37,0,"FAPs (Stem)","Rock2"
"Mxra7",0,0.407282512476142,0.525,0.181,0,"FAPs (Stem)","Mxra7"
"Plac9a",0,0.406960479230227,0.268,0.028,0,"FAPs (Stem)","Plac9a"
"Krtcap2",0,0.405362173694172,0.804,0.536,0,"FAPs (Stem)","Krtcap2"
"Olfml2a",0,0.404638265866731,0.244,0.034,0,"FAPs (Stem)","Olfml2a"
"Nptn",0,0.404471195309196,0.709,0.452,0,"FAPs (Stem)","Nptn"
"Gstt1",0,0.40404330270947,0.413,0.108,0,"FAPs (Stem)","Gstt1"
"Abca8b",0,0.402731153163251,0.342,0.092,0,"FAPs (Stem)","Abca8b"
"Rpn2",0,0.401960843254625,0.743,0.48,0,"FAPs (Stem)","Rpn2"
"Scd1",0,0.401145701952218,0.403,0.094,0,"FAPs (Stem)","Scd1"
"Kdelr3",0,0.400465214984597,0.411,0.116,0,"FAPs (Stem)","Kdelr3"
"Gas1",0,0.3975811599679,0.503,0.192,0,"FAPs (Stem)","Gas1"
"Mrc2",0,0.397258089871343,0.403,0.106,0,"FAPs (Stem)","Mrc2"
"Phldb1",0,0.397009656943507,0.431,0.129,0,"FAPs (Stem)","Phldb1"
"Prdm8",0,0.396918673384021,0.233,0.017,0,"FAPs (Stem)","Prdm8"
"Socs1",0,0.39616296697157,0.308,0.142,0,"FAPs (Stem)","Socs1"
"Gm10115",0,0.395527038932574,0.285,0.04,0,"FAPs (Stem)","Gm10115"
"Zyx",0,0.393176695883121,0.609,0.346,0,"FAPs (Stem)","Zyx"
"Notch2",0,0.392857882129963,0.421,0.209,0,"FAPs (Stem)","Notch2"
"Sept8",0,0.392801871496911,0.422,0.156,0,"FAPs (Stem)","Sept8"
"Ckap4",0,0.392342575880771,0.549,0.28,0,"FAPs (Stem)","Ckap4"
"Lhfp",0,0.392214402720768,0.568,0.178,0,"FAPs (Stem)","Lhfp"
"F3",0,0.391968176709427,0.368,0.101,0,"FAPs (Stem)","F3"
"Oat",0,0.391458771183102,0.705,0.392,0,"FAPs (Stem)","Oat"
"Mfap2",0,0.390606794084913,0.369,0.11,0,"FAPs (Stem)","Mfap2"
"Spsb1",0,0.38970617859005,0.373,0.103,0,"FAPs (Stem)","Spsb1"
"Thra",0,0.38907347835141,0.557,0.234,0,"FAPs (Stem)","Thra"
"Trio",0,0.388804593370175,0.414,0.163,0,"FAPs (Stem)","Trio"
"Rps12-ps3",0,0.388504803414802,0.529,0.356,0,"FAPs (Stem)","Rps12-ps3"
"Kdelr1",0,0.385508141067037,0.654,0.388,0,"FAPs (Stem)","Kdelr1"
"Zfhx4",0,0.384085611153354,0.476,0.15,0,"FAPs (Stem)","Zfhx4"
"Creb3l1",0,0.384085532760399,0.398,0.125,0,"FAPs (Stem)","Creb3l1"
"Grb10",0,0.383660889539488,0.49,0.183,0,"FAPs (Stem)","Grb10"
"Rps4x",0,0.383436347077347,0.982,0.858,0,"FAPs (Stem)","Rps4x"
"Bcl7c",0,0.382505150501147,0.596,0.312,0,"FAPs (Stem)","Bcl7c"
"Nsg1",0,0.381934354319673,0.325,0.069,0,"FAPs (Stem)","Nsg1"
"Sep15",0,0.38123246617461,0.901,0.671,0,"FAPs (Stem)","Sep15"
"Myc",0,0.380146868458423,0.457,0.194,0,"FAPs (Stem)","Myc"
"Glipr2",0,0.379197687157726,0.432,0.157,0,"FAPs (Stem)","Glipr2"
"Pcsk5",0,0.378221898620469,0.285,0.05,0,"FAPs (Stem)","Pcsk5"
"Clstn1",0,0.377704840112186,0.442,0.135,0,"FAPs (Stem)","Clstn1"
"Rps3a1",0,0.377414717658441,0.979,0.853,0,"FAPs (Stem)","Rps3a1"
"Ssc5d",0,0.376946100205202,0.349,0.091,0,"FAPs (Stem)","Ssc5d"
"Hmgn3",0,0.376334013286934,0.424,0.154,0,"FAPs (Stem)","Hmgn3"
"Igf1",0,0.375805852749103,0.506,0.278,0,"FAPs (Stem)","Igf1"
"Calcrl",0,0.373601380524326,0.305,0.084,0,"FAPs (Stem)","Calcrl"
"Tsen34",0,0.373506921099695,0.547,0.255,0,"FAPs (Stem)","Tsen34"
"Pkd2",0,0.373277096185453,0.444,0.153,0,"FAPs (Stem)","Pkd2"
"Fermt2",0,0.373198527629425,0.672,0.295,0,"FAPs (Stem)","Fermt2"
"Rplp1",0,0.373011182570416,0.981,0.872,0,"FAPs (Stem)","Rplp1"
"Ybx3",0,0.37259525662451,0.665,0.393,0,"FAPs (Stem)","Ybx3"
"Tspan3",0,0.37224025369565,0.629,0.333,0,"FAPs (Stem)","Tspan3"
"Gpx3",0,0.371013028975568,0.655,0.305,0,"FAPs (Stem)","Gpx3"
"Hsd3b7",0,0.37049954672898,0.381,0.122,0,"FAPs (Stem)","Hsd3b7"
"Arf4",0,0.370034028548043,0.849,0.597,0,"FAPs (Stem)","Arf4"
"Naalad2",0,0.369549528960539,0.307,0.07,0,"FAPs (Stem)","Naalad2"
"Scn7a",0,0.368772043198373,0.351,0.086,0,"FAPs (Stem)","Scn7a"
"Dapk1",0,0.367204295178743,0.343,0.104,0,"FAPs (Stem)","Dapk1"
"Zfp36l1",0,0.366893600247211,0.784,0.585,0,"FAPs (Stem)","Zfp36l1"
"Snx21",0,0.366585605932002,0.361,0.117,0,"FAPs (Stem)","Snx21"
"Rcn2",0,0.366147228435309,0.574,0.28,0,"FAPs (Stem)","Rcn2"
"Islr2",0,0.36556214545836,0.228,0.014,0,"FAPs (Stem)","Islr2"
"Klf9",0,0.365475885175697,0.72,0.377,0,"FAPs (Stem)","Klf9"
"Fdps",0,0.365142967104533,0.318,0.176,0,"FAPs (Stem)","Fdps"
"Lgi2",0,0.364635149359823,0.26,0.028,0,"FAPs (Stem)","Lgi2"
"Pcdh19",0,0.364504190532432,0.357,0.089,0,"FAPs (Stem)","Pcdh19"
"Klhl13",0,0.362416405093321,0.325,0.067,0,"FAPs (Stem)","Klhl13"
"Jund",0,0.362125013517851,0.952,0.756,0,"FAPs (Stem)","Jund"
"P4hb",0,0.362124124900651,0.725,0.475,0,"FAPs (Stem)","P4hb"
"Hdac7",0,0.358478738749279,0.399,0.131,0,"FAPs (Stem)","Hdac7"
"Gstp1",0,0.358250436714665,0.645,0.331,0,"FAPs (Stem)","Gstp1"
"Dpm3",0,0.358138681324792,0.655,0.387,0,"FAPs (Stem)","Dpm3"
"Tbrg1",0,0.357839720340225,0.632,0.346,0,"FAPs (Stem)","Tbrg1"
"Epdr1",0,0.357223662814354,0.315,0.064,0,"FAPs (Stem)","Epdr1"
"Slc29a1",0,0.356575044691138,0.538,0.269,0,"FAPs (Stem)","Slc29a1"
"Fam114a1",0,0.35652671607956,0.394,0.131,0,"FAPs (Stem)","Fam114a1"
"Rpl21",0,0.356510783691674,0.972,0.851,0,"FAPs (Stem)","Rpl21"
"Ang",0,0.35611576254047,0.389,0.152,0,"FAPs (Stem)","Ang"
"Crtap",0,0.353562995853289,0.447,0.181,0,"FAPs (Stem)","Crtap"
"Glud1",0,0.35100691943853,0.699,0.465,0,"FAPs (Stem)","Glud1"
"P4ha2",0,0.350816799962014,0.397,0.124,0,"FAPs (Stem)","P4ha2"
"C1qtnf6",0,0.350695967664991,0.35,0.115,0,"FAPs (Stem)","C1qtnf6"
"Pir",0,0.350241131165044,0.313,0.062,0,"FAPs (Stem)","Pir"
"C1qtnf2",0,0.349409973982793,0.336,0.078,0,"FAPs (Stem)","C1qtnf2"
"Abca6",0,0.349409180129472,0.255,0.033,0,"FAPs (Stem)","Abca6"
"Serpinb1a",0,0.34911841414956,0.307,0.073,0,"FAPs (Stem)","Serpinb1a"
"Rhou",0,0.348271310262793,0.271,0.058,0,"FAPs (Stem)","Rhou"
"Leprel2",0,0.348266058011893,0.43,0.136,0,"FAPs (Stem)","Leprel2"
"Clmp",0,0.347057275884485,0.436,0.154,0,"FAPs (Stem)","Clmp"
"Fam171b",0,0.347016540649269,0.28,0.045,0,"FAPs (Stem)","Fam171b"
"Sfr1",0,0.346924127380159,0.768,0.529,0,"FAPs (Stem)","Sfr1"
"Cd81",0,0.34660780683775,0.925,0.513,0,"FAPs (Stem)","Cd81"
"Dhrs7",0,0.345612558551156,0.531,0.257,0,"FAPs (Stem)","Dhrs7"
"Gprc5b",0,0.344434631067034,0.317,0.063,0,"FAPs (Stem)","Gprc5b"
"Serpina3n",0,0.344042582424246,0.18,0.042,0,"FAPs (Stem)","Serpina3n"
"Dynlrb1",0,0.344006043155967,0.772,0.537,0,"FAPs (Stem)","Dynlrb1"
"Maged1",0,0.343238207344694,0.518,0.214,0,"FAPs (Stem)","Maged1"
"Il6st",0,0.343100855895786,0.567,0.262,0,"FAPs (Stem)","Il6st"
"Tceal8",0,0.343089954023936,0.544,0.279,0,"FAPs (Stem)","Tceal8"
"Gm9846",0,0.342994781665121,0.679,0.532,0,"FAPs (Stem)","Gm9846"
"Rpl10-ps3",0,0.342839069515174,0.428,0.289,0,"FAPs (Stem)","Rpl10-ps3"
"Ift27",0,0.342142864956713,0.421,0.162,0,"FAPs (Stem)","Ift27"
"Spon2",0,0.342104914637856,0.237,0.045,0,"FAPs (Stem)","Spon2"
"Cltb",0,0.341869600904942,0.67,0.366,0,"FAPs (Stem)","Cltb"
"Wls",0,0.34145223697619,0.467,0.221,0,"FAPs (Stem)","Wls"
"Samd4b",0,0.340875388093949,0.451,0.204,0,"FAPs (Stem)","Samd4b"
"Sspn",0,0.340759665877171,0.324,0.081,0,"FAPs (Stem)","Sspn"
"Plau",0,0.340354609937855,0.317,0.119,0,"FAPs (Stem)","Plau"
"Tenc1",0,0.340240822145747,0.385,0.111,0,"FAPs (Stem)","Tenc1"
"Etfa",0,0.338162185963006,0.591,0.349,0,"FAPs (Stem)","Etfa"
"Rora",0,0.337862412493711,0.525,0.216,0,"FAPs (Stem)","Rora"
"Hmcn2",0,0.337724433843617,0.278,0.113,0,"FAPs (Stem)","Hmcn2"
"Rn7sk",0,0.337654270769226,0.255,0.101,0,"FAPs (Stem)","Rn7sk"
"Bag3",0,0.337642681476594,0.562,0.328,0,"FAPs (Stem)","Bag3"
"Rorb",0,0.335898255842037,0.187,0.005,0,"FAPs (Stem)","Rorb"
"Rpl13",0,0.335637685334235,0.985,0.882,0,"FAPs (Stem)","Rpl13"
"Ctdsp2",0,0.335513139430425,0.567,0.307,0,"FAPs (Stem)","Ctdsp2"
"Cpne8",0,0.335489277846577,0.359,0.092,0,"FAPs (Stem)","Cpne8"
"Cks1b",0,0.334981873584089,0.388,0.144,0,"FAPs (Stem)","Cks1b"
"Zcchc24",0,0.334168510918053,0.407,0.159,0,"FAPs (Stem)","Zcchc24"
"Tmod2",0,0.334131741058453,0.283,0.057,0,"FAPs (Stem)","Tmod2"
"Ikbip",0,0.333560838083924,0.418,0.157,0,"FAPs (Stem)","Ikbip"
"Npr1",0,0.333391358003711,0.336,0.064,0,"FAPs (Stem)","Npr1"
"Celf2",0,0.33326699222294,0.725,0.474,0,"FAPs (Stem)","Celf2"
"Dlc1",0,0.332206722472566,0.488,0.168,0,"FAPs (Stem)","Dlc1"
"Flnb",0,0.33162575751102,0.367,0.099,0,"FAPs (Stem)","Flnb"
"C1qtnf1",0,0.331304893841829,0.262,0.037,0,"FAPs (Stem)","C1qtnf1"
"Rps15",0,0.329290857018073,0.981,0.863,0,"FAPs (Stem)","Rps15"
"Ildr2",0,0.328722126372448,0.192,0.012,0,"FAPs (Stem)","Ildr2"
"Cd9",0,0.326263915626655,0.855,0.584,0,"FAPs (Stem)","Cd9"
"Hsp90b1",0,0.326196703265747,0.871,0.654,0,"FAPs (Stem)","Hsp90b1"
"Afap1",0,0.326095315464723,0.333,0.091,0,"FAPs (Stem)","Afap1"
"Nucb2",0,0.325682980288308,0.441,0.202,0,"FAPs (Stem)","Nucb2"
"Pla2g4a",0,0.3251272393449,0.299,0.079,0,"FAPs (Stem)","Pla2g4a"
"Vimp",0,0.324828625911486,0.645,0.409,0,"FAPs (Stem)","Vimp"
"Tpst1",0,0.324045983502984,0.445,0.18,0,"FAPs (Stem)","Tpst1"
"Rpl22l1",0,0.323263328845141,0.862,0.602,0,"FAPs (Stem)","Rpl22l1"
"Morf4l2",0,0.322954967611792,0.754,0.486,0,"FAPs (Stem)","Morf4l2"
"Tshz1",0,0.322875424314339,0.364,0.123,0,"FAPs (Stem)","Tshz1"
"Wnt11",0,0.322335385387668,0.259,0.035,0,"FAPs (Stem)","Wnt11"
"Duox1",0,0.321537043157831,0.192,0.004,0,"FAPs (Stem)","Duox1"
"Rabac1",0,0.319356004451248,0.85,0.623,0,"FAPs (Stem)","Rabac1"
"Dnajb4",0,0.319222027726571,0.4,0.202,0,"FAPs (Stem)","Dnajb4"
"Hmgcs1",0,0.318969428042634,0.33,0.169,0,"FAPs (Stem)","Hmgcs1"
"Bag1",0,0.318513507866947,0.694,0.478,0,"FAPs (Stem)","Bag1"
"Rpl36a",0,0.318352759682072,0.969,0.811,0,"FAPs (Stem)","Rpl36a"
"Atraid",0,0.318318272714812,0.647,0.394,0,"FAPs (Stem)","Atraid"
"Bgn",0,0.318279859696553,0.559,0.231,0,"FAPs (Stem)","Bgn"
"Ski",0,0.317610332266577,0.545,0.311,0,"FAPs (Stem)","Ski"
"Myh10",0,0.316585705182473,0.289,0.061,0,"FAPs (Stem)","Myh10"
"Agpat4",0,0.316190599165775,0.441,0.208,0,"FAPs (Stem)","Agpat4"
"Fam167a",0,0.31491997267495,0.188,0.004,0,"FAPs (Stem)","Fam167a"
"Glce",0,0.314357284679454,0.271,0.069,0,"FAPs (Stem)","Glce"
"Rcan1",0,0.314300037532825,0.394,0.165,0,"FAPs (Stem)","Rcan1"
"Cnih1",0,0.314286446868765,0.522,0.293,0,"FAPs (Stem)","Cnih1"
"Ergic1",0,0.311269181940617,0.393,0.171,0,"FAPs (Stem)","Ergic1"
"Csgalnact2",0,0.310868052254862,0.366,0.14,0,"FAPs (Stem)","Csgalnact2"
"Runx1t1",0,0.310595812642054,0.291,0.078,0,"FAPs (Stem)","Runx1t1"
"Aes",0,0.310488425965846,0.73,0.484,0,"FAPs (Stem)","Aes"
"Ckb",0,0.309779447913206,0.625,0.353,0,"FAPs (Stem)","Ckb"
"Ndrg4",0,0.309479064209927,0.236,0.03,0,"FAPs (Stem)","Ndrg4"
"Fam129a",0,0.309447156095163,0.463,0.215,0,"FAPs (Stem)","Fam129a"
"Sulf2",0,0.308778126620781,0.394,0.197,0,"FAPs (Stem)","Sulf2"
"Tusc3",0,0.308563338489985,0.407,0.172,0,"FAPs (Stem)","Tusc3"
"9530068E07Rik",0,0.308181704467726,0.554,0.327,0,"FAPs (Stem)","9530068E07Rik"
"Mrpl33",0,0.308110764444026,0.794,0.564,0,"FAPs (Stem)","Mrpl33"
"Agtr1a",0,0.307412818175711,0.243,0.034,0,"FAPs (Stem)","Agtr1a"
"Dstn",0,0.307316225288624,0.78,0.526,0,"FAPs (Stem)","Dstn"
"Reck",0,0.306919683757232,0.25,0.039,0,"FAPs (Stem)","Reck"
"Sepw1",0,0.306889888635094,0.927,0.694,0,"FAPs (Stem)","Sepw1"
"Rnd3",0,0.306773065782778,0.397,0.166,0,"FAPs (Stem)","Rnd3"
"Smurf2",0,0.306080186960363,0.34,0.129,0,"FAPs (Stem)","Smurf2"
"Dsel",0,0.306077957449944,0.287,0.065,0,"FAPs (Stem)","Dsel"
"Hsbp1",0,0.304574658449336,0.726,0.51,0,"FAPs (Stem)","Hsbp1"
"Numbl",0,0.304555728215798,0.307,0.082,0,"FAPs (Stem)","Numbl"
"Pi15",0,0.30436185639946,0.186,0.02,0,"FAPs (Stem)","Pi15"
"Sh3pxd2b",0,0.303983615872832,0.383,0.19,0,"FAPs (Stem)","Sh3pxd2b"
"Acadsb",0,0.3038804574948,0.352,0.124,0,"FAPs (Stem)","Acadsb"
"Ssr3",0,0.302383613272011,0.671,0.454,0,"FAPs (Stem)","Ssr3"
"Rps20",0,0.302179181445879,0.98,0.859,0,"FAPs (Stem)","Rps20"
"Dkk2",0,0.301101794219542,0.162,0.025,0,"FAPs (Stem)","Dkk2"
"Sdk1",0,0.300900094908504,0.222,0.014,0,"FAPs (Stem)","Sdk1"
"Eef1b2",0,0.300799908723384,0.912,0.729,0,"FAPs (Stem)","Eef1b2"
"Ddost",0,0.300032120838919,0.658,0.429,0,"FAPs (Stem)","Ddost"
"Ptov1",0,0.299769041819062,0.57,0.313,0,"FAPs (Stem)","Ptov1"
"Sar1a",0,0.299047673909887,0.697,0.456,0,"FAPs (Stem)","Sar1a"
"Arl1",0,0.298644373539617,0.671,0.44,0,"FAPs (Stem)","Arl1"
"Shox2",0,0.298640171027961,0.255,0.059,0,"FAPs (Stem)","Shox2"
"Iah1",0,0.29852527802069,0.451,0.243,0,"FAPs (Stem)","Iah1"
"Trip10",0,0.298377468045337,0.526,0.21,0,"FAPs (Stem)","Trip10"
"Chpf",0,0.297398884111455,0.305,0.098,0,"FAPs (Stem)","Chpf"
"Cpxm1",0,0.297267163407331,0.309,0.095,0,"FAPs (Stem)","Cpxm1"
"Pdgfrb",0,0.296698084246176,0.383,0.112,0,"FAPs (Stem)","Pdgfrb"
"Sept2",0,0.296231330401548,0.605,0.383,0,"FAPs (Stem)","Sept2"
"Cnpy2",0,0.29601694263708,0.579,0.355,0,"FAPs (Stem)","Cnpy2"
"Parva",0,0.296005470106138,0.384,0.132,0,"FAPs (Stem)","Parva"
"Romo1",0,0.295578132514658,0.713,0.471,0,"FAPs (Stem)","Romo1"
"Tspan5",0,0.294865548634321,0.294,0.081,0,"FAPs (Stem)","Tspan5"
"Pttg1ip",0,0.294792546731377,0.62,0.365,0,"FAPs (Stem)","Pttg1ip"
"Rpl37a",0,0.293982649781439,0.983,0.881,0,"FAPs (Stem)","Rpl37a"
"Ext1",0,0.293717782019511,0.387,0.172,0,"FAPs (Stem)","Ext1"
"Myadm",0,0.293472258629635,0.548,0.305,0,"FAPs (Stem)","Myadm"
"Ergic3",0,0.293080938369898,0.657,0.418,0,"FAPs (Stem)","Ergic3"
"Chp1",0,0.29301273870468,0.49,0.257,0,"FAPs (Stem)","Chp1"
"Ryk",0,0.292796696192314,0.395,0.148,0,"FAPs (Stem)","Ryk"
"Plce1",0,0.292787430245848,0.258,0.049,0,"FAPs (Stem)","Plce1"
"Adamtsl5",0,0.292753181357205,0.296,0.059,0,"FAPs (Stem)","Adamtsl5"
"Tcf7l2",0,0.292045378378234,0.431,0.184,0,"FAPs (Stem)","Tcf7l2"
"Tubb4a",0,0.291633228907821,0.182,0.008,0,"FAPs (Stem)","Tubb4a"
"Gm20204",0,0.291479726036926,0.234,0.084,0,"FAPs (Stem)","Gm20204"
"Lpp",0,0.290117760471302,0.456,0.224,0,"FAPs (Stem)","Lpp"
"Podn",0,0.289802975557705,0.314,0.089,0,"FAPs (Stem)","Podn"
"Cercam",0,0.289560506728786,0.249,0.057,0,"FAPs (Stem)","Cercam"
"Sec31a",0,0.289468108991129,0.528,0.298,0,"FAPs (Stem)","Sec31a"
"B4galt1",0,0.288893569122537,0.495,0.269,0,"FAPs (Stem)","B4galt1"
"Pvrl3",0,0.28815855069749,0.311,0.083,0,"FAPs (Stem)","Pvrl3"
"Fkbp10",0,0.287894071617685,0.351,0.119,0,"FAPs (Stem)","Fkbp10"
"Lox",0,0.287680990527076,0.275,0.113,0,"FAPs (Stem)","Lox"
"Tmem45a",0,0.286160415582339,0.282,0.066,0,"FAPs (Stem)","Tmem45a"
"Zbtb20",0,0.285462340245289,0.872,0.51,0,"FAPs (Stem)","Zbtb20"
"Tmem107",0,0.285444218383407,0.271,0.065,0,"FAPs (Stem)","Tmem107"
"Chst12",0,0.285267099621388,0.322,0.126,0,"FAPs (Stem)","Chst12"
"Slc4a4",0,0.285063262989123,0.259,0.042,0,"FAPs (Stem)","Slc4a4"
"Serf1",0,0.284966846256661,0.332,0.126,0,"FAPs (Stem)","Serf1"
"Ptgs1",0,0.284618929051892,0.221,0.058,0,"FAPs (Stem)","Ptgs1"
"Nucb1",0,0.28414148670805,0.571,0.354,0,"FAPs (Stem)","Nucb1"
"St3gal1",0,0.284092848235055,0.377,0.177,0,"FAPs (Stem)","St3gal1"
"AI597468",0,0.283903462909517,0.346,0.121,0,"FAPs (Stem)","AI597468"
"Robo1",0,0.282756651508751,0.213,0.03,0,"FAPs (Stem)","Robo1"
