"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","is.trascr.factor","is.surface.protein"
"Chd8.3",1.42777165662515e-91,-0.332130797424892,0.101,0.189,4.03388326146304e-87,"5","Chd8",FALSE,FALSE
"Mrps23",2.40263497823689e-91,-0.265604689750837,0.117,0.21,6.78816460401268e-87,"5","Mrps23",FALSE,FALSE
"RP23-32A8.1.4",3.92345948969667e-91,-0.350023395935365,0.142,0.235,1.108495009624e-86,"5","RP23-32A8.1",FALSE,FALSE
"Gm16586.4",4.3679106886363e-91,-0.371140647109523,0.093,0.178,1.23406580686041e-86,"5","Gm16586",FALSE,FALSE
"Larp4b.2",6.86078717293353e-91,-0.337163055964002,0.09,0.175,1.93837819996891e-86,"5","Larp4b",FALSE,FALSE
"Rcan2.2",7.70672923087428e-91,0.290228785200348,0.188,0.116,2.17738220959891e-86,"5","Rcan2",FALSE,FALSE
"Spcs2.3",1.88254624526144e-90,0.267454074535763,0.354,0.269,5.31875790673715e-86,"5","Spcs2",FALSE,FALSE
"Safb2.3",2.06330741770073e-90,-0.360550355333882,0.266,0.37,5.82946244722987e-86,"5","Safb2",FALSE,FALSE
"Ppp1cc.4",2.74718609972062e-90,0.266862368656287,0.407,0.318,7.76162488754067e-86,"5","Ppp1cc",FALSE,FALSE
"Slc39a1.1",3.36415985468552e-90,0.341018196505809,0.205,0.131,9.50476083744299e-86,"5","Slc39a1",FALSE,FALSE
"Psmg4.3",3.50813199689825e-90,0.26777380865954,0.274,0.194,9.91152533083661e-86,"5","Psmg4",FALSE,FALSE
"Zmiz1.4",4.06566640014829e-90,-0.399809428446176,0.08,0.16,1.14867272803389e-85,"5","Zmiz1",FALSE,FALSE
"Eny2.4",8.95223937900338e-90,0.255887680848226,0.396,0.307,2.52927619174983e-85,"5","Eny2",FALSE,FALSE
"Tmem140.2",9.94795159134417e-90,-0.357288422174252,0.035,0.103,2.81059476310247e-85,"5","Tmem140",FALSE,FALSE
"Ccnd3.2",1.02149226717397e-89,0.250186920868052,0.239,0.158,2.88602210244663e-85,"5","Ccnd3",FALSE,FALSE
"Psap.3",2.22814552922001e-89,0.251481100507823,0.496,0.406,6.2951795637053e-85,"5","Psap",FALSE,TRUE
"Mgat2.4",5.08900813504549e-89,0.279762137761454,0.269,0.188,1.4377974683944e-84,"5","Mgat2",FALSE,TRUE
"Nfia.2",5.24516757723084e-89,0.302508305594748,0.371,0.278,1.48191719559503e-84,"5","Nfia",TRUE,FALSE
"Nipbl.2",6.40085413294793e-89,-0.356291107364799,0.322,0.424,1.80843331818178e-84,"5","Nipbl",FALSE,FALSE
"Chd1.3",6.56219414374013e-89,0.289510661536274,0.333,0.248,1.8540167114309e-84,"5","Chd1",FALSE,FALSE
"Nfkbib.2",9.22120794216726e-89,0.303292788580544,0.263,0.185,2.60526787990052e-84,"5","Nfkbib",FALSE,FALSE
"Zzef1.4",9.6878758770068e-89,-0.343421759706102,0.053,0.126,2.73711557153073e-84,"5","Zzef1",FALSE,FALSE
"Carhsp1.4",9.94274041400974e-89,0.274346523759771,0.258,0.179,2.80912244917017e-84,"5","Carhsp1",FALSE,FALSE
"Tsc1.3",1.29908431150887e-88,-0.346485159293185,0.07,0.149,3.670302905306e-84,"5","Tsc1",FALSE,FALSE
"Raf1.3",2.4068130925377e-88,-0.299373879361369,0.197,0.299,6.79996903034678e-84,"5","Raf1",FALSE,FALSE
"Rrnad1.3",2.92515009532463e-88,-0.297898145362936,0.051,0.124,8.26442656432067e-84,"5","Rrnad1",FALSE,FALSE
"Srxn1.4",3.7984577711955e-88,0.318060401488164,0.316,0.224,1.07317827409587e-83,"5","Srxn1",FALSE,FALSE
"Kif13a.3",7.37667488816939e-88,-0.291220011010295,0.046,0.117,2.0841319561545e-83,"5","Kif13a",FALSE,FALSE
"Luzp1.4",1.15373536108556e-87,0.318360920701228,0.271,0.193,3.25964851567503e-83,"5","Luzp1",FALSE,FALSE
"Usp24.2",1.92487278749633e-87,-0.316808570378005,0.069,0.146,5.43834308651337e-83,"5","Usp24",FALSE,FALSE
"Ubxn2a.1",2.82229767584511e-87,-0.275796238653399,0.113,0.203,7.97383762356519e-83,"5","Ubxn2a",FALSE,FALSE
"Pcnp.3",2.89199917681979e-87,0.258344990471224,0.42,0.334,8.17076527426894e-83,"5","Pcnp",FALSE,FALSE
"Rrp1.4",3.13767012569578e-87,0.25394767693983,0.373,0.286,8.8648594061283e-83,"5","Rrp1",FALSE,FALSE
"Frmd6.4",4.8193216873202e-87,0.284547286728787,0.314,0.23,1.36160295631858e-82,"5","Frmd6",FALSE,FALSE
"Itch.3",8.64469508777033e-87,-0.333855237708576,0.121,0.209,2.44238570314775e-82,"5","Itch",FALSE,FALSE
"Bptf.3",1.11966855625285e-86,-0.34980732969101,0.247,0.346,3.16339957198118e-82,"5","Bptf",FALSE,FALSE
"Prpf39.2",1.2125553365975e-86,-0.330779544087676,0.145,0.237,3.42583259248893e-82,"5","Prpf39",FALSE,FALSE
"Klc1.2",1.48779579364775e-86,-0.278436212982845,0.126,0.217,4.20346945579299e-82,"5","Klc1",FALSE,FALSE
"Mpp6.1",1.92433923581354e-86,-0.255390506819911,0.109,0.196,5.436835642944e-82,"5","Mpp6",FALSE,FALSE
"Nono.2",2.284046175592e-86,0.255006769879839,0.338,0.255,6.45311565990008e-82,"5","Nono",FALSE,FALSE
"Mccc1.3",5.6330116575448e-86,-0.298806074064456,0.051,0.122,1.59149478360613e-81,"5","Mccc1",FALSE,FALSE
"Rbmxl1.4",7.37912191275491e-86,0.266832532345905,0.277,0.199,2.08482331401064e-81,"5","Rbmxl1",FALSE,FALSE
"Pole4.4",7.54017828261558e-86,0.27282364364449,0.307,0.225,2.13032657018738e-81,"5","Pole4",TRUE,FALSE
"Ptov1.2",7.95012778603864e-86,0.290536323869366,0.352,0.273,2.2461496033895e-81,"5","Ptov1",FALSE,FALSE
"Mthfd2.4",9.37177502652842e-86,0.36215639371963,0.221,0.145,2.64780759824507e-81,"5","Mthfd2",FALSE,FALSE
"Nfil3.2",1.54621035267863e-85,0.259785428341968,0.214,0.139,4.36850810942292e-81,"5","Nfil3",TRUE,FALSE
"Il11ra1.3",2.31234701290987e-85,0.294543825722233,0.267,0.189,6.53307401557425e-81,"5","Il11ra1",FALSE,FALSE
"Nucks1.3",3.17909268496208e-85,0.255791533856894,0.37,0.286,8.98189056282335e-81,"5","Nucks1",TRUE,FALSE
"Atp6ap2.2",3.98308620598285e-85,0.288122218463917,0.26,0.183,1.12534134577633e-80,"5","Atp6ap2",FALSE,FALSE
"Rptor.3",8.81033395824554e-85,-0.296530688912197,0.051,0.121,2.48918365322311e-80,"5","Rptor",FALSE,FALSE
"Agpat5.4",1.55305679574166e-84,0.312964686131928,0.342,0.255,4.38785136500892e-80,"5","Agpat5",FALSE,FALSE
"Sri.1",2.80441616193417e-84,0.255284884634048,0.21,0.138,7.9233169823126e-80,"5","Sri",FALSE,FALSE
"Uap1.2",2.92186643027281e-84,0.367592478753683,0.27,0.193,8.25514922544977e-80,"5","Uap1",FALSE,FALSE
"Vps13c.3",4.74238878699973e-84,-0.279422335539106,0.042,0.111,1.33986710399103e-79,"5","Vps13c",FALSE,FALSE
"Fam193a.3",4.85015089241275e-84,-0.345780389540667,0.107,0.19,1.37031313163338e-79,"5","Fam193a",FALSE,FALSE
"Ptbp1.4",7.86363447112523e-84,0.260829688553971,0.306,0.225,2.22171264712701e-79,"5","Ptbp1",FALSE,FALSE
"Cp.4",1.34083042475144e-83,0.311050421722062,0.185,0.115,3.78824819905024e-79,"5","Cp",FALSE,TRUE
"Mir22hg.2",1.55468285195549e-83,-0.341947006711996,0.293,0.398,4.39244546162984e-79,"5","Mir22hg",FALSE,FALSE
"Tm9sf3.4",1.77465275191474e-83,0.25483387886776,0.358,0.274,5.01392641998472e-79,"5","Tm9sf3",FALSE,TRUE
"Tmem87a.2",1.9409515065929e-83,-0.310643562268018,0.074,0.152,5.48377029157691e-79,"5","Tmem87a",FALSE,TRUE
"Tmem65.1",4.01003309370331e-83,-0.291927802126453,0.146,0.238,1.132954649964e-78,"5","Tmem65",FALSE,FALSE
"Mkl2.3",4.02162827465819e-83,-0.28411344306502,0.042,0.11,1.13623063643918e-78,"5","Mkl2",FALSE,FALSE
"Cox19.2",6.5866161017374e-83,-0.26701664867556,0.111,0.197,1.86091664722387e-78,"5","Cox19",FALSE,FALSE
"Zyg11b.3",7.41675562263837e-83,-0.316739563633644,0.063,0.136,2.09545596606402e-78,"5","Zyg11b",FALSE,FALSE
"Ddx55.1",1.00276174975184e-82,-0.270451133422884,0.051,0.122,2.83310277157387e-78,"5","Ddx55",FALSE,FALSE
"4931406P16Rik.3",1.46455600384947e-82,-0.308694765204764,0.086,0.165,4.1378100776759e-78,"5","4931406P16Rik",FALSE,FALSE
"Eif2s1.4",1.49401790704853e-82,0.296388157671728,0.336,0.251,4.22104879278422e-78,"5","Eif2s1",FALSE,FALSE
"Yrdc.4",1.67313927096531e-82,0.297450149332885,0.284,0.206,4.72712038225829e-78,"5","Yrdc",FALSE,FALSE
"Vimp.4",1.69422566321448e-82,0.269273316029534,0.28,0.202,4.78669576627988e-78,"5","Vimp",FALSE,FALSE
"Id2.4",1.80252469907277e-82,0.289830852231787,0.253,0.174,5.0926730322903e-78,"5","Id2",TRUE,FALSE
"Slc30a9.1",2.92601751092721e-82,-0.270549976492627,0.12,0.207,8.26687727362264e-78,"5","Slc30a9",FALSE,FALSE
"Cdh15.2",3.28513077169887e-82,0.272456829025532,0.321,0.239,9.28147996928082e-78,"5","Cdh15",FALSE,TRUE
"Hectd1.1",4.91693229882497e-82,-0.332419397298872,0.296,0.394,1.38918088238702e-77,"5","Hectd1",FALSE,FALSE
"Pttg1ip.4",5.9607839764694e-82,0.303974234495482,0.335,0.252,1.6841002968719e-77,"5","Pttg1ip",FALSE,TRUE
"Atad3a.2",6.09419719163205e-82,-0.27935825019004,0.192,0.289,1.7217935325518e-77,"5","Atad3a",FALSE,FALSE
"Tfrc.3",8.66178641477159e-82,-0.326723498587416,0.113,0.199,2.44721451576542e-77,"5","Tfrc",FALSE,TRUE
"Ndrg3.3",1.00192670937091e-81,-0.312985740072613,0.086,0.165,2.83074353198563e-77,"5","Ndrg3",FALSE,FALSE
"Mical2.1",1.04528799144671e-81,-0.298898802600911,0.054,0.125,2.95325216223439e-77,"5","Mical2",FALSE,FALSE
"2610203C20Rik.3",1.41070297466709e-81,-0.309732002049314,0.063,0.135,3.98565911432692e-77,"5","2610203C20Rik",FALSE,FALSE
"Slc38a6.4",1.60339126187816e-81,-0.28577588841576,0.042,0.108,4.53006133218437e-77,"5","Slc38a6",FALSE,FALSE
"Nolc1.4",1.64733876882047e-81,0.290631579642988,0.344,0.259,4.65422622354848e-77,"5","Nolc1",FALSE,FALSE
"Marcksl1.1",1.78760847694225e-81,0.270425589265631,0.221,0.148,5.05053022990493e-77,"5","Marcksl1",FALSE,FALSE
"Nars.4",5.04297349501042e-81,0.414584394346321,0.426,0.345,1.42479130154529e-76,"5","Nars",FALSE,FALSE
"Tbrg1.4",6.03311836021128e-81,0.250494414287581,0.333,0.251,1.70453693031049e-76,"5","Tbrg1",FALSE,FALSE
"Gtf3c2.4",1.59286135550651e-80,-0.31959466440419,0.13,0.216,4.50031118771253e-76,"5","Gtf3c2",FALSE,FALSE
"Nxf1.2",1.65818278004062e-80,-0.31767035014561,0.163,0.255,4.68486380844875e-76,"5","Nxf1",FALSE,FALSE
"Cebpz.4",1.97626623353307e-80,0.292917062606306,0.374,0.29,5.58354498960099e-76,"5","Cebpz",TRUE,FALSE
"Tmem258.2",1.98994080506937e-80,0.257594079125608,0.347,0.269,5.62217975656249e-76,"5","Tmem258",FALSE,FALSE
"Mat2a.3",3.21704633811424e-80,0.250637293794704,0.673,0.597,9.08912101907416e-76,"5","Mat2a",FALSE,FALSE
"Rc3h1.3",5.36590370681251e-80,-0.343814990946821,0.12,0.202,1.51602877428574e-75,"5","Rc3h1",FALSE,FALSE
"Idh3a.2",5.54822769490181e-80,-0.334687403663364,0.198,0.29,1.56754077064061e-75,"5","Idh3a",FALSE,FALSE
"Nfib.4",5.71336448171373e-80,-0.32265395290113,0.454,0.554,1.61419686701858e-75,"5","Nfib",TRUE,FALSE
"Kansl3.2",1.22652797042783e-79,-0.327298683430654,0.087,0.163,3.46530947484976e-75,"5","Kansl3",FALSE,FALSE
"Kmt2e.4",1.70638255299907e-79,-0.36966451297358,0.286,0.382,4.82104262698827e-75,"5","Kmt2e",FALSE,FALSE
"Clk3.3",3.74560125081671e-79,-0.316506249262894,0.141,0.228,1.05824472139325e-74,"5","Clk3",FALSE,FALSE
"Ackr3.4",5.69873766339317e-79,0.275664470465509,0.183,0.115,1.61006435203847e-74,"5","Ackr3",FALSE,FALSE
"Zmym5.3",6.36845955693835e-79,-0.351102734953748,0.152,0.238,1.79928087862179e-74,"5","Zmym5",TRUE,FALSE
"Acadm.3",6.64759802660311e-79,-0.261401622433305,0.136,0.225,1.87814587045618e-74,"5","Acadm",FALSE,FALSE
"Btg3.4",8.4746947262223e-79,0.263260528152382,0.215,0.145,2.39435550099959e-74,"5","Btg3",FALSE,FALSE
"Arhgef6.2",1.29352522343844e-78,-0.265350164272658,0.039,0.103,3.65459681378063e-74,"5","Arhgef6",FALSE,FALSE
"Naa50.4",1.30681001378596e-78,0.256607019741563,0.508,0.42,3.69213033194948e-74,"5","Naa50",FALSE,FALSE
"Mga.2",1.70005081064803e-78,-0.373421124719106,0.223,0.314,4.80315355532387e-74,"5","Mga",TRUE,FALSE
"N4bp2l2.2",1.83380655307367e-78,-0.347032126905803,0.279,0.37,5.18105365439903e-74,"5","N4bp2l2",FALSE,FALSE
"Golga3.2",7.43085294594117e-78,-0.281400661203317,0.069,0.141,2.09943888281676e-73,"5","Golga3",FALSE,FALSE
"Nfe2l2.4",8.28097152848121e-78,0.271544092769572,0.372,0.29,2.3396228859418e-73,"5","Nfe2l2",TRUE,FALSE
"Cbx3.1",1.27103516840291e-77,0.316298691683773,0.256,0.183,3.59105566128874e-73,"5","Cbx3",FALSE,FALSE
"Wbp1l.4",1.28382058629601e-77,-0.306131011897976,0.09,0.167,3.62717830246211e-73,"5","Wbp1l",FALSE,FALSE
"Cdc34.1",1.59925675696066e-77,-0.281298480988123,0.111,0.192,4.51838011544094e-73,"5","Cdc34",FALSE,FALSE
"Yipf4.1",2.11374354279448e-77,0.254418922782168,0.274,0.2,5.97195963145725e-73,"5","Yipf4",FALSE,FALSE
"Tdrd3.2",2.34455670118746e-77,-0.267049113524697,0.047,0.112,6.62407604786494e-73,"5","Tdrd3",FALSE,FALSE
"Idh3g",2.61039457725623e-77,-0.251784543251216,0.265,0.369,7.37514779912202e-73,"5","Idh3g",FALSE,FALSE
"Anapc1.3",3.55733208387897e-77,-0.260379515589165,0.058,0.127,1.00505303365832e-72,"5","Anapc1",FALSE,FALSE
"Bud31.4",5.00978874065506e-77,0.277634507662478,0.316,0.238,1.41541561289727e-72,"5","Bud31",FALSE,FALSE
"Akap8l.3",5.28469027509269e-77,-0.305702462256293,0.18,0.272,1.49308354342194e-72,"5","Akap8l",FALSE,FALSE
"Fbxl20.2",1.16705794525416e-76,-0.272634866490482,0.039,0.102,3.29728881272657e-72,"5","Fbxl20",FALSE,FALSE
"Nbl1.3",1.47486114713093e-76,0.259167319154445,0.334,0.252,4.16692519898902e-72,"5","Nbl1",FALSE,FALSE
"Ubr1.3",1.56203825396019e-76,-0.297028680014775,0.08,0.154,4.41322667891372e-72,"5","Ubr1",FALSE,FALSE
"Xrn1.2",2.49121625114284e-76,-0.280642053155814,0.055,0.123,7.03843327435387e-72,"5","Xrn1",FALSE,FALSE
"Phlda1.3",7.27617838067144e-76,0.252736955106081,0.235,0.16,2.0557386778911e-71,"5","Phlda1",FALSE,FALSE
"Prrx1.4",9.24534678874037e-76,-0.291336707056158,0.106,0.186,2.61208782822282e-71,"5","Prrx1",TRUE,FALSE
"Usp33.3",1.11952204130446e-75,-0.256656011776999,0.057,0.126,3.1629856232975e-71,"5","Usp33",FALSE,FALSE
"Slmap.1",1.90444699776648e-75,-0.257843217406488,0.09,0.168,5.38063410278964e-71,"5","Slmap",FALSE,FALSE
"Upf3b.2",2.36528296455195e-75,-0.316818815008354,0.169,0.257,6.68263395974862e-71,"5","Upf3b",FALSE,FALSE
"Rreb1.2",2.57202339289969e-75,-0.266461906893169,0.042,0.105,7.26673769195948e-71,"5","Rreb1",TRUE,FALSE
"Mrto4.4",2.65043002400629e-75,0.276620383932091,0.326,0.247,7.48825994682498e-71,"5","Mrto4",FALSE,FALSE
"Itsn1.4",2.6764443464682e-75,-0.268346424307279,0.051,0.117,7.56175821207659e-71,"5","Itsn1",FALSE,FALSE
"Nfic.3",3.49653144192415e-75,-0.260054841613997,0.263,0.365,9.87875028286829e-71,"5","Nfic",TRUE,FALSE
"Skil",7.36222607432377e-75,0.28008519630267,0.362,0.281,2.08004973277869e-70,"5","Skil",TRUE,FALSE
"Ssh2.4",7.46481548981663e-75,-0.326378883350215,0.139,0.222,2.10903432033789e-70,"5","Ssh2",FALSE,FALSE
"Gpatch2.3",8.01319671780587e-75,-0.27050544281357,0.046,0.11,2.26396846868169e-70,"5","Gpatch2",FALSE,FALSE
"Hnrnpl.3",1.5162223211764e-74,-0.32606268239354,0.323,0.419,4.2837829240197e-70,"5","Hnrnpl",FALSE,FALSE
"Tuba4a.3",1.8846246463092e-74,-0.515868525306699,0.198,0.288,5.32463001321737e-70,"5","Tuba4a",FALSE,FALSE
"Fbxw7.1",2.2485733676987e-74,-0.25912164158567,0.042,0.104,6.35289433575915e-70,"5","Fbxw7",FALSE,FALSE
"Blnk.4",2.56055601051598e-74,0.349635064486474,0.154,0.095,7.23433889651079e-70,"5","Blnk",FALSE,FALSE
"Notch2.1",3.20983392991525e-74,0.282660343515236,0.205,0.137,9.06874380218955e-70,"5","Notch2",FALSE,TRUE
"Rpl7l1.4",5.46685494115482e-74,0.264464578463308,0.326,0.248,1.54455052652447e-69,"5","Rpl7l1",FALSE,FALSE
"Gtpbp2.3",5.83352273582891e-74,-0.283491858131172,0.077,0.149,1.64814517855374e-69,"5","Gtpbp2",FALSE,FALSE
"Stub1.1",8.36318974735867e-74,-0.281668153681172,0.321,0.424,2.36285199932125e-69,"5","Stub1",FALSE,FALSE
"Snapc3.3",1.01425695902872e-73,-0.263896423285679,0.061,0.128,2.86558018634384e-69,"5","Snapc3",FALSE,FALSE
"Trmt10c.3",1.36955718710062e-73,0.272221223435694,0.226,0.159,3.86940992071538e-69,"5","Trmt10c",FALSE,FALSE
"Lrrc59.4",2.15940910965859e-73,0.252762673078551,0.294,0.218,6.1009785575184e-69,"5","Lrrc59",FALSE,FALSE
"Scaper.4",2.80738347547141e-73,-0.289230426009681,0.046,0.109,7.93170053324937e-69,"5","Scaper",FALSE,FALSE
"Plekhm2.4",4.05056510219961e-73,-0.251727186563967,0.047,0.11,1.14440615832445e-68,"5","Plekhm2",FALSE,FALSE
"Nt5dc3.2",4.17837108977855e-73,-0.323494257620261,0.089,0.162,1.18051518399513e-68,"5","Nt5dc3",FALSE,FALSE
"Tmed5.4",5.30155642078266e-73,0.258328999376908,0.318,0.242,1.49784873556372e-68,"5","Tmed5",FALSE,FALSE
"Tmem50a.1",6.80506235365533e-73,0.26095683380611,0.291,0.219,1.92263426677824e-68,"5","Tmem50a",FALSE,FALSE
"Emp2.2",1.08611945939706e-72,0.270455229691069,0.212,0.146,3.06861330863452e-68,"5","Emp2",FALSE,TRUE
"Otud7b.3",2.49381158549306e-72,-0.277517370369887,0.07,0.138,7.04576587249355e-68,"5","Otud7b",FALSE,FALSE
"Gm8730.1",3.85807067358203e-72,0.255759770390154,0.266,0.192,1.09002070740713e-67,"5","Gm8730",FALSE,FALSE
"Ankrd17.3",9.96938560841559e-72,-0.315996497796817,0.168,0.252,2.81665051594566e-67,"5","Ankrd17",FALSE,FALSE
"Rai1.3",1.75291187721941e-71,-0.274636319520482,0.073,0.142,4.95250192670799e-67,"5","Rai1",TRUE,FALSE
"Tbl1xr1.4",2.56025069957624e-71,-0.259230462884571,0.048,0.11,7.23347630151274e-67,"5","Tbl1xr1",FALSE,FALSE
"Actr3.4",3.15134035745319e-71,0.281933216878748,0.339,0.26,8.90348191191249e-67,"5","Actr3",FALSE,FALSE
"Fam132b.4",4.99916483702258e-71,0.295171343033966,0.213,0.141,1.41241404140399e-66,"5","Fam132b",FALSE,FALSE
"Flnc.4",6.40539489044439e-71,-0.42663560127238,0.387,0.486,1.80971621839725e-66,"5","Flnc",FALSE,FALSE
"Mapk8ip3.3",6.96856976931856e-71,-0.285696202452844,0.082,0.153,1.96883001692557e-66,"5","Mapk8ip3",FALSE,FALSE
"Tnfrsf1a.2",1.15523388022283e-70,0.272834900251889,0.231,0.163,3.26388228179356e-66,"5","Tnfrsf1a",FALSE,FALSE
"Pla2g16.4",1.8683538980509e-70,-0.263497521341323,0.097,0.171,5.27866026816321e-66,"5","Pla2g16",FALSE,FALSE
"Baz1a.3",3.85235493826587e-70,0.272080339040987,0.23,0.162,1.08840584070826e-65,"5","Baz1a",FALSE,FALSE
"Ocrl.4",5.15270021477025e-70,-0.281701029698245,0.049,0.111,1.45579239167904e-65,"5","Ocrl",FALSE,FALSE
"Ets1.3",5.49511139523124e-70,0.292903718635009,0.197,0.133,1.55253382249468e-65,"5","Ets1",TRUE,FALSE
"Gramd1a.4",6.63577270919299e-70,-0.277036765748431,0.101,0.176,1.87480486352829e-65,"5","Gramd1a",FALSE,FALSE
"Kansl1l.4",1.69997580190035e-69,-0.289662544036943,0.076,0.144,4.80294163310906e-65,"5","Kansl1l",FALSE,FALSE
"Acaca.2",1.81395767732233e-69,-0.264684828570987,0.044,0.104,5.12497462573879e-65,"5","Acaca",FALSE,FALSE
"Cisd1.3",1.86107175855049e-69,-0.389929187324895,0.143,0.222,5.25808603943271e-65,"5","Cisd1",FALSE,FALSE
"Ubr4.1",1.88419019659687e-69,-0.285534763795559,0.129,0.208,5.32340256244514e-65,"5","Ubr4",FALSE,FALSE
"Acin1.1",4.33586065228079e-69,-0.28576886673768,0.342,0.434,1.22501071008889e-64,"5","Acin1",FALSE,FALSE
"Bhlhe41.4",7.12013486914892e-69,-0.254229967267706,0.072,0.141,2.01165170458064e-64,"5","Bhlhe41",TRUE,FALSE
"Sltm.1",1.11685683836676e-68,-0.318737147406839,0.272,0.361,3.15545562543761e-64,"5","Sltm",FALSE,FALSE
"Cox10.1",1.81296579985152e-68,-0.250893509106763,0.065,0.131,5.12217227432051e-64,"5","Cox10",FALSE,FALSE
"Ramp2.1",3.34965061131507e-68,0.255912823584289,0.183,0.122,9.46376787214848e-64,"5","Ramp2",FALSE,FALSE
"Csad.4",4.05424027631278e-68,-0.282889284616802,0.053,0.115,1.14544450526665e-63,"5","Csad",FALSE,FALSE
"Rab3gap1.2",6.84419394576747e-68,-0.27451819654602,0.104,0.178,1.93369011549768e-63,"5","Rab3gap1",FALSE,FALSE
"Abcb1b.4",9.88489904873526e-68,0.258320364799786,0.209,0.144,2.79278052823917e-63,"5","Abcb1b",FALSE,FALSE
"Ldha.2",2.1685038484624e-67,-0.539864659904089,0.528,0.583,6.12667392306082e-63,"5","Ldha",FALSE,FALSE
"Spats2l.1",2.29513378206369e-67,0.250717631684205,0.213,0.146,6.48444147446455e-63,"5","Spats2l",FALSE,FALSE
"Lonp2.2",2.44852256014101e-67,-0.259352477572676,0.078,0.146,6.91781078916641e-63,"5","Lonp2",FALSE,FALSE
"Setd7.3",2.91847981166642e-67,-0.262931245197524,0.072,0.139,8.24558101190113e-63,"5","Setd7",FALSE,FALSE
"Pias2.1",3.16813943269108e-67,-0.275559359080085,0.141,0.219,8.9509443391821e-63,"5","Pias2",FALSE,FALSE
"Nfkb2.4",5.60584023860471e-67,0.270764555911568,0.235,0.169,1.58381804261299e-62,"5","Nfkb2",TRUE,FALSE
"Mtss1.4",9.90322838732028e-67,-0.259522133337474,0.048,0.108,2.7979591162696e-62,"5","Mtss1",FALSE,FALSE
"Chpt1.4",9.91848742425181e-67,-0.313812534398943,0.192,0.276,2.80227025197386e-62,"5","Chpt1",FALSE,FALSE
"Sfswap.2",1.07175424572351e-66,-0.288265479924878,0.105,0.177,3.02802727044264e-62,"5","Sfswap",FALSE,FALSE
"Sbno1.1",1.97389569540751e-66,-0.276588557226262,0.231,0.318,5.57684750823483e-62,"5","Sbno1",FALSE,FALSE
"Cdc42bpb.3",2.19358506415184e-66,-0.252035281365666,0.057,0.119,6.19753588174818e-62,"5","Cdc42bpb",FALSE,FALSE
"Tfdp2.4",2.37616224422911e-66,-0.275901288511958,0.072,0.138,6.71337118862052e-62,"5","Tfdp2",TRUE,FALSE
"Sar1b",2.68583237843505e-66,-0.337376166185141,0.191,0.273,7.58828221879255e-62,"5","Sar1b",FALSE,FALSE
"Scaf8.2",2.89027721149056e-66,-0.276185548146532,0.076,0.142,8.16590020562428e-62,"5","Scaf8",FALSE,FALSE
"Mdm4.2",3.25717464669926e-66,-0.260983778234779,0.072,0.139,9.20249552931941e-62,"5","Mdm4",FALSE,FALSE
"Celf1.2",4.17427852771534e-66,-0.321537491574139,0.232,0.317,1.17935891243541e-61,"5","Celf1",FALSE,FALSE
"Socs7.2",5.15248281652395e-66,-0.253568110179507,0.06,0.123,1.45573097015251e-61,"5","Socs7",FALSE,FALSE
"Mtch1.1",9.49148669440587e-66,0.260125292028944,0.311,0.242,2.68162973577049e-61,"5","Mtch1",FALSE,FALSE
"Cdc42se2.2",1.01212222362452e-65,0.261368537316167,0.226,0.161,2.85954891840637e-61,"5","Cdc42se2",FALSE,FALSE
"Gcn1l1.1",1.9752143144467e-65,-0.256359100085462,0.105,0.177,5.58057300260626e-61,"5","Gcn1l1",FALSE,FALSE
"Gprasp1.3",2.22894746179364e-65,-0.277394943354264,0.076,0.143,6.29744526380556e-61,"5","Gprasp1",FALSE,FALSE
"Wdr26.4",3.83434370003329e-65,-0.268279027969701,0.203,0.288,1.08331712557041e-60,"5","Wdr26",FALSE,FALSE
"Utp3.4",4.64572436255417e-65,0.253654032187563,0.276,0.209,1.31255650415243e-60,"5","Utp3",FALSE,FALSE
"H19.4",2.28841271302861e-64,-0.657384393445682,0.085,0.153,6.46545243811972e-60,"5","H19",FALSE,FALSE
"Gm10076.3",2.39254900013512e-64,0.275056951036119,0.252,0.185,6.75966869008175e-60,"5","Gm10076",FALSE,FALSE
"Zc3h7a.4",3.81301736052625e-64,-0.26583800566455,0.114,0.188,1.07729179486948e-59,"5","Zc3h7a",FALSE,FALSE
"Usp19.3",8.23900887787315e-64,-0.264926756377465,0.152,0.231,2.3277671782655e-59,"5","Usp19",FALSE,FALSE
"Aftph.1",1.76008225121568e-63,-0.250204751947109,0.07,0.133,4.97276038435967e-59,"5","Aftph",FALSE,FALSE
"Hsd17b10.1",2.16194634777581e-63,0.256747813397277,0.286,0.222,6.10814701637099e-59,"5","Hsd17b10",FALSE,FALSE
"Ndfip2.4",3.65648766361782e-63,0.258712675779296,0.278,0.212,1.03306745960194e-58,"5","Ndfip2",FALSE,FALSE
"Cited2.4",4.2533317756924e-63,0.305356836324597,0.348,0.271,1.20169382658637e-58,"5","Cited2",TRUE,FALSE
"Rrp15.4",8.09400163842958e-63,0.263695623422098,0.266,0.199,2.28679828290551e-58,"5","Rrp15",FALSE,FALSE
"Osgin1.4",2.01963287398015e-62,0.279075728160021,0.181,0.121,5.70606875885612e-58,"5","Osgin1",FALSE,FALSE
"Slc6a6",5.55373661868526e-62,-0.29048541117823,0.3,0.387,1.56909720687715e-57,"5","Slc6a6",FALSE,TRUE
