"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Amdhd2.1",0,-0.576411588442845,0.226,0.48,0,"Dendritic","Amdhd2"
"Sep15.1",0,-0.578386320340242,0.702,0.831,0,"Dendritic","Sep15"
"Myo5a.2",0,-0.581296209969636,0.255,0.518,0,"Dendritic","Myo5a"
"Slc15a3.3",0,-0.581912422419479,0.36,0.605,0,"Dendritic","Slc15a3"
"Npl.4",0,-0.582098681006242,0.024,0.222,0,"Dendritic","Npl"
"Wbp5.2",0,-0.582269414719424,0.273,0.525,0,"Dendritic","Wbp5"
"BC005537.3",0,-0.582496934933739,0.58,0.747,0,"Dendritic","BC005537"
"0610031J06Rik.2",0,-0.58256882693862,0.378,0.61,0,"Dendritic","0610031J06Rik"
"1110007C09Rik.2",0,-0.587308467267619,0.471,0.661,0,"Dendritic","1110007C09Rik"
"Clec4a3.4",0,-0.591131440297219,0.358,0.64,0,"Dendritic","Clec4a3"
"Rcbtb2.1",0,-0.591449948732551,0.14,0.422,0,"Dendritic","Rcbtb2"
"Cyba.2",0,-0.592614984734593,0.961,0.981,0,"Dendritic","Cyba"
"Ntpcr.2",0,-0.593103416994134,0.155,0.423,0,"Dendritic","Ntpcr"
"Lrpap1.1",0,-0.594883515110938,0.283,0.551,0,"Dendritic","Lrpap1"
"Lilrb4.3",0,-0.596376195625058,0.431,0.739,0,"Dendritic","Lilrb4"
"Cpd.1",0,-0.599866359102936,0.074,0.343,0,"Dendritic","Cpd"
"Ehd4.3",0,-0.603539820149112,0.511,0.717,0,"Dendritic","Ehd4"
"Cd302.1",0,-0.605069897209269,0.229,0.509,0,"Dendritic","Cd302"
"Ang.2",0,-0.605405300700043,0.026,0.316,0,"Dendritic","Ang"
"Sh3bp5.1",0,-0.606805047724519,0.048,0.327,0,"Dendritic","Sh3bp5"
"Fam20c.2",0,-0.608250100292166,0.029,0.29,0,"Dendritic","Fam20c"
"Tgm2.2",0,-0.610200142189171,0.182,0.424,0,"Dendritic","Tgm2"
"Lair1.2",0,-0.612132075192989,0.17,0.531,0,"Dendritic","Lair1"
"Cxcr4.2",0,-0.613080154643816,0.376,0.609,0,"Dendritic","Cxcr4"
"Fam213b.1",0,-0.613302589748303,0.075,0.362,0,"Dendritic","Fam213b"
"Renbp.1",0,-0.614622835848924,0.148,0.458,0,"Dendritic","Renbp"
"Ap2m1.3",0,-0.61590349850559,0.513,0.707,0,"Dendritic","Ap2m1"
"Anxa4.2",0,-0.619649107772828,0.299,0.585,0,"Dendritic","Anxa4"
"Laptm4a.1",0,-0.621207763924946,0.592,0.788,0,"Dendritic","Laptm4a"
"Atp6v1g1.2",0,-0.623217356491578,0.823,0.889,0,"Dendritic","Atp6v1g1"
"Olfml3.3",0,-0.623372538544758,0.028,0.284,0,"Dendritic","Olfml3"
"Itgav",0,-0.623629152351746,0.165,0.429,0,"Dendritic","Itgav"
"Blvra.1",0,-0.623813676336491,0.233,0.537,0,"Dendritic","Blvra"
"Ifi27l2a.4",0,-0.624485262444843,0.75,0.889,0,"Dendritic","Ifi27l2a"
"Lgals9.1",0,-0.624643722969979,0.274,0.553,0,"Dendritic","Lgals9"
"Rab3il1.2",0,-0.626602328299304,0.154,0.464,0,"Dendritic","Rab3il1"
"Gngt2.2",0,-0.626846810431922,0.46,0.684,0,"Dendritic","Gngt2"
"Tspan4.3",0,-0.626917619507219,0.06,0.356,0,"Dendritic","Tspan4"
"Dgkz.1",0,-0.628439026248328,0.147,0.44,0,"Dendritic","Dgkz"
"Ccr1.2",0,-0.629334794064588,0.161,0.353,0,"Dendritic","Ccr1"
"Adipor1",0,-0.629896129815312,0.401,0.649,0,"Dendritic","Adipor1"
"Arl11.2",0,-0.632365450995856,0.105,0.408,0,"Dendritic","Arl11"
"Itga6.2",0,-0.633324609373301,0.063,0.336,0,"Dendritic","Itga6"
"5430435G22Rik",0,-0.633671105486108,0.338,0.649,0,"Dendritic","5430435G22Rik"
"Snx3.4",0,-0.633725817698779,0.724,0.837,0,"Dendritic","Snx3"
"Rgs10.3",0,-0.637148949003556,0.702,0.859,0,"Dendritic","Rgs10"
"P2ry6.1",0,-0.639019440061595,0.213,0.523,0,"Dendritic","P2ry6"
"Ap3s1.2",0,-0.640128927386839,0.388,0.615,0,"Dendritic","Ap3s1"
"Lamtor4.1",0,-0.648236214038549,0.469,0.738,0,"Dendritic","Lamtor4"
"Tmem50a.1",0,-0.652752497770182,0.616,0.827,0,"Dendritic","Tmem50a"
"Osm.2",0,-0.653092740580886,0.171,0.394,0,"Dendritic","Osm"
"Mfsd11.3",0,-0.653694705989526,0.11,0.422,0,"Dendritic","Mfsd11"
"Mif.3",0,-0.654715713120538,0.548,0.69,0,"Dendritic","Mif"
"Rab5c",0,-0.655011094693059,0.556,0.759,0,"Dendritic","Rab5c"
"1700017B05Rik",0,-0.655756349431578,0.105,0.38,0,"Dendritic","1700017B05Rik"
"Lmna.3",0,-0.658225793819228,0.425,0.676,0,"Dendritic","Lmna"
"Gng5.1",0,-0.663124113700795,0.895,0.945,0,"Dendritic","Gng5"
"Dstn.2",0,-0.664206505726258,0.379,0.668,0,"Dendritic","Dstn"
"Clec4n.2",0,-0.664422780710942,0.151,0.384,0,"Dendritic","Clec4n"
"Slc37a2.1",0,-0.666508239783872,0.091,0.413,0,"Dendritic","Slc37a2"
"Clec4a2.4",0,-0.67003325705117,0.343,0.614,0,"Dendritic","Clec4a2"
"Il18bp.3",0,-0.672680183848843,0.046,0.258,0,"Dendritic","Il18bp"
"AI607873.4",0,-0.678975744371647,0.493,0.749,0,"Dendritic","AI607873"
"Cln8",0,-0.680229299769617,0.143,0.484,0,"Dendritic","Cln8"
"Atp6v0b.1",0,-0.68375388212429,0.805,0.915,0,"Dendritic","Atp6v0b"
"Soat1.2",0,-0.685878520036039,0.263,0.549,0,"Dendritic","Soat1"
"Acp2",0,-0.689225278907365,0.108,0.453,0,"Dendritic","Acp2"
"Pla2g15",0,-0.689559599511677,0.065,0.392,0,"Dendritic","Pla2g15"
"Mfsd1.1",0,-0.689926018652542,0.302,0.599,0,"Dendritic","Mfsd1"
"Tpi1.1",0,-0.69008803689519,0.42,0.663,0,"Dendritic","Tpi1"
"Rab1",0,-0.690110007209416,0.485,0.716,0,"Dendritic","Rab1"
"Pkm.4",0,-0.695218648023245,0.762,0.833,0,"Dendritic","Pkm"
"Tcirg1.2",0,-0.699208224017716,0.299,0.594,0,"Dendritic","Tcirg1"
"Igsf6.1",0,-0.702042217989351,0.253,0.565,0,"Dendritic","Igsf6"
"Snx2.3",0,-0.714337218725326,0.409,0.646,0,"Dendritic","Snx2"
"Rgl1.3",0,-0.721430182057227,0.137,0.423,0,"Dendritic","Rgl1"
"Gna12.3",0,-0.721969687862511,0.112,0.437,0,"Dendritic","Gna12"
"Daglb.1",0,-0.723219150942623,0.137,0.486,0,"Dendritic","Daglb"
"Pgam1.4",0,-0.724757476602463,0.561,0.695,0,"Dendritic","Pgam1"
"Atp2b1.1",0,-0.725101438068447,0.664,0.887,0,"Dendritic","Atp2b1"
"Igfbp4.3",0,-0.72796637749228,0.081,0.294,0,"Dendritic","Igfbp4"
"Cd14.4",0,-0.729959299527176,0.502,0.83,0,"Dendritic","Cd14"
"Gusb.2",0,-0.731649001169551,0.496,0.745,0,"Dendritic","Gusb"
"Mdfic",0,-0.73324876713177,0.248,0.579,0,"Dendritic","Mdfic"
"Calm2.1",0,-0.743789418443493,0.779,0.904,0,"Dendritic","Calm2"
"Nfic.2",0,-0.743991977140983,0.185,0.478,0,"Dendritic","Nfic"
"P2rx4.2",0,-0.744448388753605,0.331,0.623,0,"Dendritic","P2rx4"
"Cltc.1",0,-0.744788360619438,0.559,0.78,0,"Dendritic","Cltc"
"Lpcat2.3",0,-0.744978047843142,0.163,0.415,0,"Dendritic","Lpcat2"
"Slc7a8.1",0,-0.745598527934016,0.062,0.391,0,"Dendritic","Slc7a8"
"Gns.2",0,-0.750818971630019,0.329,0.617,0,"Dendritic","Gns"
"Hpgds.2",0,-0.753525758618526,0.097,0.426,0,"Dendritic","Hpgds"
"Itgam.1",0,-0.754485919698669,0.317,0.632,0,"Dendritic","Itgam"
"Uap1l1.3",0,-0.755990439671207,0.235,0.524,0,"Dendritic","Uap1l1"
"Clta.1",0,-0.758235018657248,0.9,0.951,0,"Dendritic","Clta"
"Pdpn.4",0,-0.758384134612097,0.026,0.212,0,"Dendritic","Pdpn"
"Mpeg1.2",0,-0.763424659637642,0.686,0.862,0,"Dendritic","Mpeg1"
"Tnfsf12.2",0,-0.764088579057211,0.14,0.495,0,"Dendritic","Tnfsf12"
"Gm10116.2",0,-0.765717939672684,0.207,0.435,0,"Dendritic","Gm10116"
"Cotl1.3",0,-0.766966145736134,0.806,0.919,0,"Dendritic","Cotl1"
"Hebp1.3",0,-0.770570903525125,0.054,0.367,0,"Dendritic","Hebp1"
"Mdm2.1",0,-0.77315282190198,0.331,0.536,0,"Dendritic","Mdm2"
"F10.4",0,-0.776133063116794,0.042,0.223,0,"Dendritic","F10"
"Lamp2.1",0,-0.77759636600692,0.627,0.858,0,"Dendritic","Lamp2"
"Atp6v1c1.1",0,-0.778872755162662,0.271,0.57,0,"Dendritic","Atp6v1c1"
"Sash1.1",0,-0.784401263590859,0.077,0.445,0,"Dendritic","Sash1"
"Atp13a2.2",0,-0.792390840561042,0.185,0.54,0,"Dendritic","Atp13a2"
"Mcfd2.1",0,-0.794304444698353,0.179,0.498,0,"Dendritic","Mcfd2"
"Il10rb",0,-0.794402677208472,0.392,0.726,0,"Dendritic","Il10rb"
"Cx3cr1.3",0,-0.798871927580645,0.156,0.372,0,"Dendritic","Cx3cr1"
"Ifi204.3",0,-0.803081927307692,0.284,0.612,0,"Dendritic","Ifi204"
"Ctsz.2",0,-0.805365039317738,0.91,0.952,0,"Dendritic","Ctsz"
"Ccl3.3",0,-0.805615650577195,0.221,0.474,0,"Dendritic","Ccl3"
"Pmp22.5",0,-0.809472651301356,0.058,0.358,0,"Dendritic","Pmp22"
"Acp5.3",0,-0.810992392753186,0.192,0.399,0,"Dendritic","Acp5"
"Smpdl3a.4",0,-0.818630669598562,0.379,0.644,0,"Dendritic","Smpdl3a"
"Gde1.2",0,-0.821104133717794,0.189,0.493,0,"Dendritic","Gde1"
"Cyp4f18.2",0,-0.821932068725383,0.227,0.532,0,"Dendritic","Cyp4f18"
"Serinc3.4",0,-0.827901559636156,0.661,0.825,0,"Dendritic","Serinc3"
"Sgk1.2",0,-0.836174041116529,0.273,0.494,0,"Dendritic","Sgk1"
"Slc43a2.1",0,-0.838098315099343,0.171,0.539,0,"Dendritic","Slc43a2"
"Zeb2.2",0,-0.838942281834019,0.582,0.878,0,"Dendritic","Zeb2"
"Metrnl.1",0,-0.838986483702044,0.392,0.708,0,"Dendritic","Metrnl"
"Prdx1.2",0,-0.843466897804173,0.837,0.931,0,"Dendritic","Prdx1"
"Ecm1.1",0,-0.844971455888067,0.114,0.499,0,"Dendritic","Ecm1"
"Aldh2.1",0,-0.845669755913347,0.449,0.733,0,"Dendritic","Aldh2"
"Apobec1.1",0,-0.849624396490463,0.195,0.597,0,"Dendritic","Apobec1"
"Il1rn.4",0,-0.850831791569961,0.143,0.346,0,"Dendritic","Il1rn"
"Sat1.2",0,-0.852606810918469,0.848,0.946,0,"Dendritic","Sat1"
"Anxa5.1",0,-0.855025840110941,0.82,0.932,0,"Dendritic","Anxa5"
"Abhd12.2",0,-0.858338064821953,0.358,0.675,0,"Dendritic","Abhd12"
"Ms4a6b.4",0,-0.861014366936115,0.454,0.773,0,"Dendritic","Ms4a6b"
"AF251705.2",0,-0.861927488735805,0.577,0.817,0,"Dendritic","AF251705"
"Cebpa.2",0,-0.865658248211452,0.228,0.575,0,"Dendritic","Cebpa"
"Atp6v0c.1",0,-0.867478955357898,0.899,0.957,0,"Dendritic","Atp6v0c"
"Nceh1.1",0,-0.870785525815283,0.211,0.556,0,"Dendritic","Nceh1"
"Glul.3",0,-0.87153415761555,0.258,0.585,0,"Dendritic","Glul"
"Prdx5.3",0,-0.873342428299166,0.67,0.849,0,"Dendritic","Prdx5"
"Vat1.4",0,-0.873552807801199,0.192,0.492,0,"Dendritic","Vat1"
"Wfdc17.4",0,-0.879570823165031,0.741,0.918,0,"Dendritic","Wfdc17"
"Atp6v1b2.1",0,-0.883429599448253,0.351,0.672,0,"Dendritic","Atp6v1b2"
"Tpd52.1",0,-0.886253263976357,0.646,0.873,0,"Dendritic","Tpd52"
"4632428N05Rik.1",0,-0.895365169051196,0.368,0.7,0,"Dendritic","4632428N05Rik"
"Snx5.2",0,-0.898310621578648,0.619,0.858,0,"Dendritic","Snx5"
"Por.4",0,-0.904835173330124,0.206,0.52,0,"Dendritic","Por"
"Lgals3bp.2",0,-0.918324088370586,0.376,0.663,0,"Dendritic","Lgals3bp"
"Lipa.2",0,-0.919051304659833,0.323,0.635,0,"Dendritic","Lipa"
"App.2",0,-0.92115296389824,0.473,0.777,0,"Dendritic","App"
"Fcgr4.2",0,-0.9234987610716,0.112,0.461,0,"Dendritic","Fcgr4"
"Tgfbi.4",0,-0.932498346203648,0.6,0.869,0,"Dendritic","Tgfbi"
"Emp1.4",0,-0.935117809908142,0.309,0.608,0,"Dendritic","Emp1"
"Tpp1.3",0,-0.941123600179538,0.195,0.594,0,"Dendritic","Tpp1"
"Fyb.1",0,-0.948726956729063,0.398,0.784,0,"Dendritic","Fyb"
"Wwp1.3",0,-0.953714682187197,0.081,0.452,0,"Dendritic","Wwp1"
"Ptplad2.1",0,-0.96877928196551,0.137,0.561,0,"Dendritic","Ptplad2"
"Fth1.2",0,-0.974512524255919,0.997,0.999,0,"Dendritic","Fth1"
"Rab20.1",0,-0.976281458869787,0.131,0.535,0,"Dendritic","Rab20"
"Gdf3.3",0,-0.976504575998721,0.021,0.198,0,"Dendritic","Gdf3"
"Creg1.4",0,-0.984280769366236,0.554,0.777,0,"Dendritic","Creg1"
"Fcer1g",0,-0.98610882106999,0.944,0.994,0,"Dendritic","Fcer1g"
"Hmox1.4",0,-0.986406455728437,0.227,0.653,0,"Dendritic","Hmox1"
"Clec4e.5",0,-0.992247829163816,0.116,0.276,0,"Dendritic","Clec4e"
"Mgst1.3",0,-1.00817212231213,0.03,0.402,0,"Dendritic","Mgst1"
"Dab2.3",0,-1.01315369757514,0.323,0.654,0,"Dendritic","Dab2"
"Nrp1.3",0,-1.02256442289853,0.343,0.67,0,"Dendritic","Nrp1"
"Tmem106a.3",0,-1.03747696396913,0.259,0.673,0,"Dendritic","Tmem106a"
"Camk1.3",0,-1.04797024542931,0.154,0.606,0,"Dendritic","Camk1"
"Bri3.1",0,-1.05132528465246,0.75,0.909,0,"Dendritic","Bri3"
"Lhfpl2.2",0,-1.07133134263582,0.036,0.409,0,"Dendritic","Lhfpl2"
"Atp6v1a.1",0,-1.08806060679524,0.349,0.705,0,"Dendritic","Atp6v1a"
"Ctsa.2",0,-1.10588549651099,0.589,0.878,0,"Dendritic","Ctsa"
"Sdcbp.1",0,-1.10816599572686,0.766,0.941,0,"Dendritic","Sdcbp"
"Akr1a1.3",0,-1.11914677309207,0.844,0.936,0,"Dendritic","Akr1a1"
"Tmem37.2",0,-1.12573341198665,0.056,0.498,0,"Dendritic","Tmem37"
"Mpp1.3",0,-1.1265290832895,0.171,0.635,0,"Dendritic","Mpp1"
"Dhrs3.3",0,-1.15586283008926,0.195,0.667,0,"Dendritic","Dhrs3"
"Rhob.4",0,-1.16778786457078,0.176,0.564,0,"Dendritic","Rhob"
"Cbr2.4",0,-1.17088964578254,0.028,0.325,0,"Dendritic","Cbr2"
"Cd84.1",0,-1.18068250463448,0.123,0.639,0,"Dendritic","Cd84"
"Pltp.4",0,-1.18775802057893,0.315,0.617,0,"Dendritic","Pltp"
"Tmem86a.3",0,-1.18792970765731,0.104,0.532,0,"Dendritic","Tmem86a"
"Psap.3",0,-1.18916281099647,0.953,0.994,0,"Dendritic","Psap"
"Ctsc.4",0,-1.19113070594629,0.683,0.904,0,"Dendritic","Ctsc"
"Fn1.4",0,-1.1923306058222,0.162,0.392,0,"Dendritic","Fn1"
"Slc11a1.2",0,-1.20075695967668,0.102,0.624,0,"Dendritic","Slc11a1"
"Gas6.5",0,-1.20127313249231,0.032,0.389,0,"Dendritic","Gas6"
"Blvrb.3",0,-1.2070682840844,0.207,0.668,0,"Dendritic","Blvrb"
"Fabp4.4",0,-1.21907253921084,0.048,0.25,0,"Dendritic","Fabp4"
"Cndp2.2",0,-1.23933457576081,0.317,0.744,0,"Dendritic","Cndp2"
"Abca1.3",0,-1.24105344725149,0.104,0.547,0,"Dendritic","Abca1"
"Lgals3.4",0,-1.24426295887237,0.912,0.944,0,"Dendritic","Lgals3"
"Fcrls.2",0,-1.24979101724239,0.086,0.438,0,"Dendritic","Fcrls"
"Serpinb6a.5",0,-1.26139139059767,0.105,0.44,0,"Dendritic","Serpinb6a"
"Msrb1.4",0,-1.2663289078932,0.449,0.75,0,"Dendritic","Msrb1"
"Lrp1.3",0,-1.27068358648755,0.269,0.72,0,"Dendritic","Lrp1"
"Sirpa.2",0,-1.27195581952199,0.446,0.831,0,"Dendritic","Sirpa"
"Mrc1.4",0,-1.27809705180531,0.211,0.519,0,"Dendritic","Mrc1"
"Ninj1.3",0,-1.30572010731409,0.381,0.803,0,"Dendritic","Ninj1"
"Aif1.3",0,-1.31374761674927,0.563,0.883,0,"Dendritic","Aif1"
"Msr1.2",0,-1.31697222148228,0.043,0.518,0,"Dendritic","Msr1"
"Hexb.3",0,-1.32879530990054,0.622,0.794,0,"Dendritic","Hexb"
"Itgb5.4",0,-1.3510079152817,0.098,0.61,0,"Dendritic","Itgb5"
"Cd93.1",0,-1.35410958018672,0.127,0.644,0,"Dendritic","Cd93"
"Ms4a6d.2",0,-1.35950927049676,0.304,0.797,0,"Dendritic","Ms4a6d"
"Ier3.2",0,-1.36154449429328,0.472,0.731,0,"Dendritic","Ier3"
"C5ar1.3",0,-1.36470760094428,0.087,0.612,0,"Dendritic","C5ar1"
"Ccl6.5",0,-1.37259121473889,0.52,0.761,0,"Dendritic","Ccl6"
"Igf1.5",0,-1.37348150179679,0.031,0.444,0,"Dendritic","Igf1"
"Gdf15.2",0,-1.37694212261795,0.059,0.32,0,"Dendritic","Gdf15"
"Lgals1.3",0,-1.38499217063673,0.787,0.949,0,"Dendritic","Lgals1"
"Clec4d.3",0,-1.39204989201019,0.103,0.487,0,"Dendritic","Clec4d"
"Ctss.4",0,-1.40320089445491,0.974,0.992,0,"Dendritic","Ctss"
"Hexa.2",0,-1.42279036945855,0.692,0.9,0,"Dendritic","Hexa"
"Cd36.4",0,-1.43552893579927,0.152,0.482,0,"Dendritic","Cd36"
"Aprt.4",0,-1.45850800637198,0.468,0.782,0,"Dendritic","Aprt"
"Fcgr1.2",0,-1.46668130660768,0.264,0.772,0,"Dendritic","Fcgr1"
"Cebpb.3",0,-1.47822628263737,0.503,0.849,0,"Dendritic","Cebpb"
"Pld3.3",0,-1.50073583341994,0.137,0.641,0,"Dendritic","Pld3"
"Rnase4.3",0,-1.5037998519987,0.066,0.602,0,"Dendritic","Rnase4"
"Lst1.3",0,-1.51525293223924,0.407,0.862,0,"Dendritic","Lst1"
"Csf1r.2",0,-1.51873153485877,0.339,0.856,0,"Dendritic","Csf1r"
"Capg.3",0,-1.54617390644464,0.354,0.806,0,"Dendritic","Capg"
"Pla2g7.1",0,-1.58020518031016,0.097,0.665,0,"Dendritic","Pla2g7"
"Apoc2.3",0,-1.59549976714514,0.045,0.554,0,"Dendritic","Apoc2"
"Ftl1.4",0,-1.60824782947957,0.993,0.997,0,"Dendritic","Ftl1"
"Cd68.4",0,-1.64346685970268,0.674,0.92,0,"Dendritic","Cd68"
"Stab1.5",0,-1.65068208662445,0.061,0.607,0,"Dendritic","Stab1"
"Maf.2",0,-1.65963729382044,0.076,0.626,0,"Dendritic","Maf"
"Cxcl2.4",0,-1.66253013212773,0.199,0.502,0,"Dendritic","Cxcl2"
"Lpl.5",0,-1.66297740615509,0.117,0.489,0,"Dendritic","Lpl"
"Emr1.3",0,-1.66789269601307,0.217,0.783,0,"Dendritic","Emr1"
"Grn.4",0,-1.67244624845914,0.735,0.951,0,"Dendritic","Grn"
"Itm2b.4",0,-1.68123462907498,0.967,0.987,0,"Dendritic","Itm2b"
"F13a1.4",0,-1.68460508571159,0.085,0.487,0,"Dendritic","F13a1"
"Fcgr3.2",0,-1.69131026614669,0.248,0.857,0,"Dendritic","Fcgr3"
"Ccl12.4",0,-1.69667295913309,0.024,0.266,0,"Dendritic","Ccl12"
"Lamp1.3",0,-1.73653031744161,0.707,0.963,0,"Dendritic","Lamp1"
"Cstb.3",0,-1.74840383393953,0.69,0.92,0,"Dendritic","Cstb"
"C3ar1.3",0,-1.78756752127971,0.146,0.797,0,"Dendritic","C3ar1"
"Folr2.5",0,-1.8129551874274,0.037,0.467,0,"Dendritic","Folr2"
"Plin2.3",0,-1.91899553628723,0.492,0.866,0,"Dendritic","Plin2"
"Cd63.4",0,-1.92089967590782,0.321,0.838,0,"Dendritic","Cd63"
"Chi3l3.4",0,-2.12323876434106,0.03,0.374,0,"Dendritic","Chi3l3"
"Syngr1.5",0,-2.13584941949475,0.042,0.533,0,"Dendritic","Syngr1"
"Timp2.4",0,-2.13939488481098,0.241,0.763,0,"Dendritic","Timp2"
"Ccl7.3",0,-2.23149618331822,0.104,0.429,0,"Dendritic","Ccl7"
"Lyz2",0,-2.27968132839754,0.753,0.995,0,"Dendritic","Lyz2"
"Ccl2.4",0,-2.29397618686787,0.203,0.567,0,"Dendritic","Ccl2"
"Mafb.1",0,-2.39805084040684,0.203,0.871,0,"Dendritic","Mafb"
"Lgmn.2",0,-2.44534394094971,0.644,0.968,0,"Dendritic","Lgmn"
"Ctsl.4",0,-2.51302285679,0.338,0.849,0,"Dendritic","Ctsl"
"Fabp5.5",0,-2.64657467708278,0.335,0.748,0,"Dendritic","Fabp5"
"Thbs1.3",0,-2.68573895327553,0.117,0.561,0,"Dendritic","Thbs1"
"C1qc.4",0,-2.7687796477265,0.185,0.795,0,"Dendritic","C1qc"
"Trem2.4",0,-2.81190882582263,0.142,0.808,0,"Dendritic","Trem2"
"C1qb.5",0,-2.84168206331901,0.224,0.828,0,"Dendritic","C1qb"
"Ccl8.5",0,-2.8515184846247,0.032,0.289,0,"Dendritic","Ccl8"
"C1qa.4",0,-2.94085923736766,0.18,0.759,0,"Dendritic","C1qa"
"Sepp1.2",0,-2.94182247967943,0.433,0.889,0,"Dendritic","Sepp1"
"Gpnmb.5",0,-3.00462357751245,0.067,0.531,0,"Dendritic","Gpnmb"
"Ctsb.3",0,-3.05484047760546,0.842,0.993,0,"Dendritic","Ctsb"
"Ms4a7.4",0,-3.10198331019691,0.138,0.833,0,"Dendritic","Ms4a7"
"Pf4.5",0,-3.28172922259051,0.103,0.715,0,"Dendritic","Pf4"
"Ctsd.5",0,-3.97044756008199,0.475,0.951,0,"Dendritic","Ctsd"
"Apoe.4",0,-4.26627140976756,0.32,0.963,0,"Dendritic","Apoe"
"Spp1.5",0,-4.51876722681946,0.231,0.718,0,"Dendritic","Spp1"
"Vps26a",7.12577185463655e-306,-0.33978988682938,0.321,0.5,2.01324432209046e-301,"Dendritic","Vps26a"
"Serinc1",1.08252919429771e-305,-0.341128325697946,0.416,0.588,3.05846973264931e-301,"Dendritic","Serinc1"
"Nr4a1.2",1.15222330379769e-305,0.552971551427684,0.616,0.498,3.2553765002196e-301,"Dendritic","Nr4a1"
"Gng12",1.27187244211863e-305,-0.312130249976414,0.309,0.496,3.59342121071777e-301,"Dendritic","Gng12"
"Nucb1",4.52629563834402e-305,-0.326887912287776,0.313,0.492,1.27881430670134e-300,"Dendritic","Nucb1"
"Prcp.1",2.31462232180308e-304,0.400595517249847,0.639,0.527,6.53950244579024e-300,"Dendritic","Prcp"
"Rfx7",3.83658855439319e-304,0.280337275706531,0.219,0.11,1.08395136427271e-299,"Dendritic","Rfx7"
"Slc48a1.2",1.44265209114135e-303,-0.370552305750598,0.278,0.45,4.07592495310165e-299,"Dendritic","Slc48a1"
"2310044G17Rik",1.85407880568433e-303,-0.250558307986144,0.04,0.17,5.23832884969995e-299,"Dendritic","2310044G17Rik"
"Arl2bp",2.82056679233174e-303,0.307222327261524,0.281,0.161,7.96894735837485e-299,"Dendritic","Arl2bp"
"Ppfia4.4",9.51115223379838e-303,0.342415369659577,0.386,0.242,2.68718584061506e-298,"Dendritic","Ppfia4"
"Sdhb.1",3.51497585902084e-302,-0.345827522805278,0.551,0.689,9.93086129449159e-298,"Dendritic","Sdhb"
"Htatip2",4.35982174313553e-302,-0.268984124184122,0.146,0.312,1.23178043708808e-297,"Dendritic","Htatip2"
"Gtpbp4",9.16119337553827e-302,0.386523432073082,0.404,0.275,2.58831196439083e-297,"Dendritic","Gtpbp4"
"Tnfrsf21",1.03274976980174e-301,-0.269709286868444,0.114,0.272,2.91782792462084e-297,"Dendritic","Tnfrsf21"
"Psme2.2",2.98067357560979e-301,0.648349608249765,0.746,0.69,8.42129705317033e-297,"Dendritic","Psme2"
"Entpd7",6.33177592772694e-301,-0.28110933418003,0.09,0.239,1.78891665286069e-296,"Dendritic","Entpd7"
"B4galt1",3.5204065783255e-300,-0.317132854802406,0.191,0.366,9.94620470574302e-296,"Dendritic","B4galt1"
"Lamtor3",9.00808669112592e-300,-0.321245276265934,0.258,0.433,2.54505473284381e-295,"Dendritic","Lamtor3"
"Adam8.5",4.34553220631809e-299,-0.556889940728115,0.324,0.478,1.22774321425105e-294,"Dendritic","Adam8"
"Cd300lf.2",7.73995473620289e-298,-0.379974915497095,0.107,0.258,2.1867694116194e-293,"Dendritic","Cd300lf"
"Aim1",8.17246933947956e-298,0.33551426090251,0.274,0.154,2.30896776248316e-293,"Dendritic","Aim1"
"Lrrfip1.3",1.34466393918557e-296,0.476143966980695,0.645,0.546,3.79907902738098e-292,"Dendritic","Lrrfip1"
"Ndufc1.1",1.70520265403089e-296,-0.390371249720277,0.533,0.667,4.81770905843348e-292,"Dendritic","Ndufc1"
"Coro2a.1",2.77647184738131e-296,0.323731115615069,0.289,0.166,7.8443659104064e-292,"Dendritic","Coro2a"
"Slk.1",1.20619495967887e-295,0.479977882877659,0.511,0.393,3.40786261958072e-291,"Dendritic","Slk"
"Ybx3.1",3.43558923632365e-295,0.490859188101801,0.437,0.316,9.7065702693852e-291,"Dendritic","Ybx3"
"Capza2.3",9.69269382212234e-295,-0.333504065343007,0.815,0.889,2.73847678556422e-290,"Dendritic","Capza2"
"Marcksl1.3",1.33106803703616e-294,0.775293838770794,0.581,0.454,3.76066652503825e-290,"Dendritic","Marcksl1"
"Ddx5.1",1.47219189796862e-294,0.316560189040927,0.959,0.941,4.15938376933076e-290,"Dendritic","Ddx5"
"Uqcr11.1",2.08335701786176e-294,-0.355786937330584,0.681,0.781,5.88610858256484e-290,"Dendritic","Uqcr11"
"Arhgap15.1",2.24297438167814e-294,0.357390763809388,0.413,0.274,6.33707552055526e-290,"Dendritic","Arhgap15"
"Arg1.4",2.39298733758681e-294,-0.992372352042891,0.008,0.113,6.76090712488401e-290,"Dendritic","Arg1"
"Rreb1",3.38286172936187e-294,-0.259130835086956,0.09,0.24,9.5575992439661e-290,"Dendritic","Rreb1"
"Slc29a3.1",3.88689789432747e-294,-0.354878585462505,0.283,0.461,1.09816526208434e-289,"Dendritic","Slc29a3"
"Slamf9.5",1.13644216556777e-292,0.452726801920561,0.456,0.316,3.21079005037863e-288,"Dendritic","Slamf9"
"Ccl9.4",1.23176330927663e-292,-0.68018058778752,0.542,0.725,3.48010087769927e-288,"Dendritic","Ccl9"
